観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),18日の最高気温(℃),18日の最高気温の品質情報,18日の最高気温起時（時）,18日の最高気温起時（分）,18日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（17日まで）,今年の最高気温（17日まで）の品質情報,今年の最高気温（17日まで）を観測した起日（年）,今年の最高気温（17日まで）を観測した起日（月）,今年の最高気温（17日まで）を観測した起日（日）,17日までの観測史上1位の値（℃）,17日までの観測史上1位の値の品質情報,17日までの観測史上1位の値を観測した起日（年）,17日までの観測史上1位の値を観測した起日（月）,17日までの観測史上1位の値を観測した起日（日）,17日までの11月の1位の値,17日までの11月の1位の値の品質情報,17日までの11月の1位の値の起日（年）,17日までの11月の1位の値の起日（月）,17日までの11月の1位の値の起日（日）,統計開始年
52606,岐阜県,多治見（タジミ）,,2024,11,18,23,00,20.0,5,12,55,5,+2.9,-3.5,11,1,,,0,39.3,5,2024,08,16,40.9,8,2007,08,16,26.2,8,2023,11,06,1978
53041,三重県,桑名（クワナ）,,2024,11,18,23,00,19.9,5,12,43,5,+3.3,-4.9,11,1,,,0,40.4,5,2024,08,09,40.4,8,2024,08,09,26.3,8,2023,11,02,1979
53061,三重県,四日市（ヨッカイチ）,47684,2024,11,18,23,00,17.8,5,13,02,5,+1.5,-5.7,11,2,,,0,37.1,5,2024,08,09,38.8,8,1994,08,05,24.8,8,1977,11,02,1966
53091,三重県,亀山（カメヤマ）,,2024,11,18,23,00,16.5,5,13,01,5,+0.4,-7.1,11,2,,,0,37.4,5,2024,07,23,38.3,8,2018,07,18,25.9,8,2003,11,01,1979
53112,三重県,上野（ウエノ）,47649,2024,11,18,23,00,15.7,5,12,24,5,-0.1,-9.1,11,2,,,0,37.6,5,2024,08,14,38.8,8,1942,08,02,26.5,8,2023,11,03,1937
53133,三重県,津（ツ）,47651,2024,11,18,23,00,17.8,5,13,20,5,+1.3,-4.8,11,2,,,0,38.1,5,2024,08,09,39.5,8,1994,08,05,27.2,8,1923,11,01,1889
53196,三重県,小俣（オバタ）,,2024,11,18,23,00,17.6,5,11,34,5,+1.1,-5.4,11,2,,,0,38.3,5,2024,08,09,38.8,8,2013,08,10,25.6,8,2023,11,02,1979
53231,三重県,粥見（カユミ）,,2024,11,18,23,00,16.3,5,11,49,5,-0.2,-7.4,11,2,,,0,39.7,5,2024,07,05,39.7,8,2024,07,05,27.3,4,2000,11,02,1979
53257,三重県,鳥羽（トバ）,,2024,11,18,23,00,16.9,5,13,21,5,+1.0,-4.4,11,2,,,0,37.5,5,2024,08,18,38.3,8,1994,08,05,25.6,8,2009,11,01,1977
53296,三重県,南伊勢（ミナミイセ）,,2024,11,18,23,00,17.3,5,10,34,5,0.0,-7.3,11,2,,,0,38.4,5,2024,07,28,38.4,8,2024,07,28,25.3,8,2024,11,01,1979
53326,三重県,紀伊長島（キイナガシマ）,,2024,11,18,23,00,19.4,5,11,26,5,+1.1,-5.2,11,2,,,0,38.7,5,2024,07,31,38.7,8,2024,07,31,27.1,8,2000,11,02,1979
53378,三重県,尾鷲（オワセ）,47663,2024,11,18,23,00,20.4,5,12,37,5,+2.1,-2.8,11,1,,,0,38.8,5,2024,08,16,38.8,8,2024,08,16,29.8,8,2000,11,02,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2024,11,18,23,00,20.5,5,12,25,5,+2.3,-2.8,11,1,,,0,37.4,5,2024,07,31,38.6,8,2021,08,08,25.8,8,2024,11,04,2001
54012,新潟県,粟島（アワシマ）,,2024,11,18,23,00,10.8,5,03,16,5,-2.7,-9.4,12,1,,,0,35.1,5,2024,08,23,37.0,8,2019,08,15,24.8,8,2023,11,06,1978
54041,新潟県,弾崎（ハジキザキ）,,2024,11,18,23,00,10.1,5,03,01,5,-3.2,-12.6,12,1,,,0,36.2,5,2024,08,23,36.2,8,2024,08,23,25.0,8,2023,11,03,1978
54086,新潟県,村上（ムラカミ）,,2024,11,18,23,00,10.3,5,00,02,5,-2.7,-9.8,12,1,,,0,36.7,5,2024,08,23,39.9,8,2018,08,23,26.2,8,2023,11,03,1978
54157,新潟県,相川（アイカワ）,47602,2024,11,18,23,00,10.8,5,03,09,5,-3.5,-9.9,12,1,,,0,34.4,5,2024,08,23,38.5,8,2023,08,09,26.3,8,1914,11,04,1911
54166,新潟県,両津（リョウツ）,,2024,11,18,23,00,10.6,5,08,35,5,-3.3,-9.8,12,1,,,0,34.5,5,2024,08,23,38.8,8,2019,08,15,24.7,8,2023,11,06,1978
54181,新潟県,中条（ナカジョウ）,,2024,11,18,23,00,10.8,5,00,03,5,-2.9,-12.5,12,1,,,0,35.8,5,2024,08,23,40.8,8,2018,08,23,27.3,8,2020,11,19,1978
54191,新潟県,下関（シモセキ）,,2024,11,18,23,00,9.9,5,00,04,5,-2.5,-9.8,12,1,,,0,36.0,5,2024,08,23,39.6,8,2018,08,23,26.0,8,2023,11,06,1978
54232,新潟県,新潟（ニイガタ）,47604,2024,11,18,23,00,11.0,5,00,01,5,-2.5,-11.3,12,1,,,0,36.7,5,2024,08,23,39.9,8,2018,08,23,27.2,8,1977,11,01,1881
54236,新潟県,松浜（マツハマ）,,2024,11,18,23,00,11.3,5,00,05,5,-2.4,-11.7,12,1,,,0,35.9,5,2024,08,23,39.7,8,2023,08,09,26.3,8,2023,11,03,2003
54271,新潟県,羽茂（ハモチ）,,2024,11,18,23,00,9.8,5,03,48,5,-4.2,-10.6,12,1,,,0,35.5,5,2024,08,30,38.3,8,2023,08,09,25.2,8,2023,11,06,1978
54296,新潟県,新津（ニイツ）,,2024,11,18,23,00,11.0,5,00,02,5,-2.2,-11.4,11,3,,,0,38.6,5,2024,08,23,39.4,8,2023,08,31,25.9,8,2023,11,06,1978
54341,新潟県,巻（マキ）,,2024,11,18,23,00,10.7,5,00,07,5,-2.8,-10.3,12,1,,,0,36.9,5,2024,08,23,38.9,8,2018,08,23,26.5,8,2023,11,06,1978
54387,新潟県,寺泊（テラドマリ）,,2024,11,18,23,00,11.1,5,00,03,5,-2.7,-10.9,12,1,,,0,35.9,5,2024,08,23,40.6,8,2019,08,15,26.2,8,2023,11,03,2001
54396,新潟県,三条（サンジョウ）,,2024,11,18,23,00,11.2,5,00,03,5,-2.2,-11.1,11,3,,,0,37.5,5,2024,08,30,40.4,8,2020,09,03,28.3,8,2023,11,06,1978
54421,新潟県,津川（ツガワ）,,2024,11,18,23,00,10.4,5,00,03,5,-1.4,-13.6,11,3,,,0,34.4,5,2024,08,23,39.4,8,1994,08,13,24.9,8,2023,11,06,1978
54501,新潟県,長岡（ナガオカ）,,2024,11,18,23,00,11.8,5,00,03,5,-1.4,-11.8,11,3,,,0,37.1,5,2024,08,23,39.4,8,2023,08,15,27.1,8,2023,11,06,1976
54541,新潟県,柏崎（カシワザキ）,,2024,11,18,23,00,11.9,5,00,19,5,-2.5,-11.4,12,1,,,0,34.7,5,2024,07,23,38.8,8,2023,08,14,27.1,8,2020,11,20,1978
54566,新潟県,守門（スモン）,,2024,11,18,23,00,10.5,5,00,17,5,-1.4,-13.3,11,3,,,0,35.7,5,2024,08,23,37.4,8,2019,08,14,26.0,8,2023,11,06,1978
54586,新潟県,大潟（オオガタ）,,2024,11,18,23,00,13.1,5,00,20,5,-1.3,-10.6,11,3,,,0,36.0,5,2024,08,30,40.0,8,2018,08,23,27.4,8,2020,11,20,1978
54616,新潟県,小出（コイデ）,,2024,11,18,23,00,11.1,5,00,46,5,-1.7,-12.2,11,3,,,0,36.6,5,2024,08,23,39.0,8,2021,08,06,27.2,8,2023,11,06,1978
54651,新潟県,高田（タカダ）,47612,2024,11,18,23,00,11.9,5,00,44,5,-2.9,-11.6,12,1,,,0,37.2,5,2024,08,30,40.3,8,2019,08,14,28.1,8,2020,11,20,1922
54661,新潟県,安塚（ヤスヅカ）,,2024,11,18,23,00,11.0,5,01,07,5,-2.1,-12.2,11,3,,,0,35.8,5,2024,08,23,37.6,8,2023,08,14,26.8,8,2023,11,06,1978
54676,新潟県,十日町（トオカマチ）,,2024,11,18,23,00,10.4,5,01,19,5,-2.0,-12.7,11,3,,,0,35.5,5,2024,09,10,37.1,8,2022,06,24,25.5,8,2023,11,03,1978
54711,新潟県,糸魚川（イトイガワ）,,2024,11,18,23,00,12.5,5,00,52,5,-2.5,-11.1,12,1,,,0,36.4,5,2024,08,23,39.3,8,2023,08,10,28.1,8,2023,11,03,1978
54721,新潟県,能生（ノウ）,,2024,11,18,23,00,11.4,5,00,44,5,-2.4,-11.3,12,1,,,0,34.6,5,2024,08,23,36.9,8,2019,08,15,26.9,8,2020,11,20,1978
54816,新潟県,関山（セキヤマ）,,2024,11,18,23,00,9.5,5,00,16,5,-2.6,-11.9,12,1,,,0,33.8,5,2024,08,23,35.5,8,1990,08,22,24.4,8,2023,11,03,1978
54836,新潟県,津南（ツナン）,,2024,11,18,23,00,8.7,5,01,28,5,-2.2,-12.0,11,3,,,0,33.4,5,2024,08,23,35.2,8,2022,06,24,23.5,8,2020,11,20,1978
54841,新潟県,湯沢（ユザワ）,,2024,11,18,23,00,10.0,5,00,19,5,-2.1,-12.0,11,3,,,0,35.0,5,2024,08,23,37.2,8,1990,08,23,25.3,8,2020,11,20,1978
55022,富山県,朝日（アサヒ）,,2024,11,18,23,00,11.9,5,00,07,5,-2.8,-11.7,12,1,,,0,36.0,5,2024,08,23,38.0,8,2004,09,07,27.4,8,2023,11,03,1978
55041,富山県,氷見（ヒミ）,,2024,11,18,23,00,11.6,5,00,34,5,-2.7,-11.0,12,1,,,0,35.7,5,2024,08,23,37.4,8,1994,08,13,27.1,8,2023,11,06,1978
55056,富山県,魚津（ウオヅ）,,2024,11,18,23,00,11.6,5,00,33,5,-2.9,-10.8,12,1,,,0,37.0,5,2024,07,07,37.9,8,2015,07,13,29.2,8,2023,11,06,1978
55091,富山県,伏木（フシキ）,47606,2024,11,18,23,00,12.3,5,00,12,5,-2.2,-10.2,12,1,,,0,37.7,5,2024,08,23,39.7,8,1994,08,14,28.9,8,1977,11,01,1887
55102,富山県,富山（トヤマ）,47607,2024,11,18,23,00,12.4,5,01,18,5,-2.5,-10.9,12,1,,,0,39.2,5,2024,08,23,39.5,8,2018,08,22,29.2,8,1977,11,01,1939
55141,富山県,砺波（トナミ）,,2024,11,18,23,00,11.3,5,01,41,5,-2.9,-10.0,12,1,,,0,36.4,5,2024,08,23,38.8,8,2023,08,10,27.8,8,1977,11,01,1976
55151,富山県,秋ヶ島（アキガシマ）,,2024,11,18,23,00,12.1,5,00,19,5,-2.6,-10.9,12,1,,,0,37.3,5,2024,07,19,38.7,8,2023,08,10,28.4,8,2023,11,03,2003
55166,富山県,上市（カミイチ）,,2024,11,18,23,00,10.3,5,00,05,5,-2.6,-10.7,12,1,,,0,35.2,5,2024,08,23,37.4,8,2022,09,06,29.4,8,2023,11,06,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2024,11,18,23,00,11.2,5,00,22,5,-3.1,-9.9,12,1,,,0,36.7,5,2024,07,05,38.6,8,2023,08,10,28.1,8,2023,11,03,1978
55206,富山県,八尾（ヤツオ）,,2024,11,18,23,00,11.3,5,00,10,5,-3.1,-11.2,12,1,,,0,37.3,5,2024,08,23,39.0,8,2023,08,10,27.4,8,1977,11,01,1976
56036,石川県,珠洲（スズ）,,2024,11,18,23,00,11.2,5,09,15,5,-3.0,-9.8,12,1,,,0,36.8,5,2024,08,23,38.2,8,2019,08,15,26.9,8,2023,11,03,1978
56052,石川県,輪島（ワジマ）,47600,2024,11,18,23,00,11.0,5,08,45,5,-3.4,-9.4,12,1,,,0,35.8,5,2024,08,23,38.6,8,2020,09,03,26.5,8,2020,11,19,1929
56093,石川県,三井（ミイ）,,2024,11,18,23,00,9.3,5,09,22,5,-3.2,-9.3,12,1,,,0,34.1,5,2024,08,22,38.1,8,2019,08,15,24.4,8,2023,11,03,2003
56116,石川県,志賀（シカ）,,2024,11,18,23,00,10.8,5,00,03,5,-4.2,-9.4,12,1,,,0,36.0,5,2024,08,30,40.1,8,2019,08,15,25.6,8,2023,11,06,1978
56146,石川県,七尾（ナナオ）,,2024,11,18,23,00,11.3,5,00,12,5,-2.8,-10.2,12,1,,,0,36.2,5,2024,08,23,38.1,8,2023,08,10,26.3,8,2023,11,03,1978
56176,石川県,羽咋（ハクイ）,,2024,11,18,23,00,11.7,5,00,26,5,-3.1,-8.8,12,1,,,0,35.3,5,2024,08,27,39.6,8,2019,08,15,26.7,8,2023,11,06,1978
56186,石川県,かほく（カホク）,,2024,11,18,23,00,11.0,5,01,15,5,-3.8,-9.5,12,1,,,0,35.3,5,2024,08,27,39.2,8,2018,08,23,26.3,8,2023,11,03,1978
56227,石川県,金沢（カナザワ）,47605,2024,11,18,23,00,12.0,5,00,31,5,-3.2,-8.9,12,1,,,0,36.5,5,2024,08,23,38.5,8,2022,09,06,28.4,8,1977,11,01,1882
56276,石川県,小松（コマツ）,,2024,11,18,23,00,12.9,5,10,12,5,-2.3,-9.5,12,1,,,0,37.7,5,2024,08,23,40.0,8,2023,08,10,27.8,8,2023,11,03,1978
56286,石川県,白山河内（ハクサンカワチ）,,2024,11,18,23,00,12.7,5,10,15,5,-1.3,-6.5,11,3,,,0,35.5,5,2024,08,23,37.4,8,2023,08,10,26.8,8,2023,11,06,1978
56301,石川県,加賀中津原（カガナカツハラ）,,2024,11,18,23,00,12.1,5,10,17,5,-2.2,-11.8,11,3,,,0,37.3,5,2024,08,23,37.6,8,2023,08,10,27.6,8,2023,11,03,1978
57001,福井県,三国（ミクニ）,,2024,11,18,23,00,13.5,5,09,41,5,-1.3,-8.5,11,3,,,0,37.0,5,2024,08,27,39.7,8,2023,08,09,26.6,8,2023,11,03,1978
57026,福井県,春江（ハルエ）,,2024,11,18,23,00,12.9,5,10,51,5,-2.2,-9.1,12,1,,,0,38.8,5,2024,08,23,39.0,8,2018,07,29,27.6,8,2023,11,03,2003
57051,福井県,越廼（コシノ）,,2024,11,18,23,00,13.0,5,09,46,5,-2.7,-10.1,12,1,,,0,37.3,5,2024,08,22,38.2,8,2018,07,29,26.4,8,2023,11,06,1978
57066,福井県,福井（フクイ）,47616,2024,11,18,23,00,14.5,5,10,31,5,-0.8,-6.3,11,3,,,0,38.1,5,2024,08,23,38.6,8,1942,07,19,28.0,8,2023,11,03,1897
57082,福井県,勝山（カツヤマ）,,2024,11,18,23,00,14.6,5,10,55,5,+0.8,-6.5,11,2,,,0,36.8,5,2024,08,22,37.4,8,2022,08,01,26.3,8,2023,11,05,1993
57121,福井県,大野（オオノ）,,2024,11,18,23,00,14.4,5,11,44,5,+0.3,-6.1,11,2,,,0,36.0,5,2024,08,22,36.9,8,2012,07,31,26.5,8,2023,11,03,1976
57206,福井県,今庄（イマジョウ）,,2024,11,18,23,00,13.1,5,11,08,5,-1.2,-7.9,11,3,,,0,36.5,5,2024,08,22,36.9,8,2018,08,14,26.3,8,2023,11,03,1978
57248,福井県,敦賀（ツルガ）,47631,2024,11,18,23,00,15.4,5,10,44,5,-0.4,-6.0,11,2,,,0,37.5,5,2024,08,22,37.6,8,1918,08,13,26.1,8,1977,11,01,1897
57286,福井県,美浜（ミハマ）,,2024,11,18,23,00,14.5,5,10,38,5,-1.3,-7.7,11,3,,,0,37.9,5,2024,08,22,38.2,8,2022,08,01,26.1,8,2023,11,03,1978
57317,福井県,小浜（オバマ）,,2024,11,18,23,00,13.9,5,00,20,5,-1.7,-9.4,11,3,,,0,38.9,5,2024,07,05,39.1,8,2022,08,01,26.6,8,2023,11,03,1978
60051,滋賀県,今津（イマヅ）,,2024,11,18,23,00,15.3,5,10,43,5,+0.8,-6.1,11,2,,,0,35.6,5,2024,08,14,36.9,8,1994,08,07,23.3,8,2023,11,05,1978
60061,滋賀県,長浜（ナガハマ）,,2024,11,18,23,00,16.3,5,11,23,5,+1.4,-5.1,11,2,,,0,36.3,5,2024,07,07,37.4,8,2014,07,26,24.2,8,2023,11,05,1978
60102,滋賀県,米原（マイバラ）,,2024,11,18,23,00,15.7,5,11,39,5,+1.6,-5.3,11,2,,,0,36.4,5,2024,08,14,36.4,8,2024,08,14,24.1,8,2023,11,03,2001
60116,滋賀県,南小松（ミナミコマツ）,,2024,11,18,23,00,14.5,5,02,01,5,-0.4,-5.7,11,2,,,0,36.8,5,2024,08,15,37.2,8,2022,07,01,24.7,8,2023,11,05,1978
60131,滋賀県,彦根（ヒコネ）,47761,2024,11,18,23,00,16.1,5,11,25,5,+1.1,-4.4,11,2,,,0,37.3,5,2024,07,07,37.7,8,2014,07,26,26.1,8,2020,11,19,1893
60196,滋賀県,東近江（ヒガシオウミ）,,2024,11,18,23,00,16.2,5,12,44,5,+0.6,-7.2,11,2,,,0,38.1,5,2024,08,03,39.2,8,2020,08,20,25.8,8,2023,11,03,1978
60216,滋賀県,大津（オオツ）,,2024,11,18,23,00,15.9,5,00,29,5,+0.5,-6.8,11,2,,,0,38.1,5,2024,08,15,38.5,8,2023,08,01,26.6,8,2020,11,19,1977
60226,滋賀県,信楽（シガラキ）,,2024,11,18,23,00,13.9,5,10,47,5,-0.5,-8.2,11,2,,,0,35.8,5,2024,08,03,36.0,8,2018,07,19,24.6,8,2023,11,03,1978
60236,滋賀県,土山（ツチヤマ）,,2024,11,18,23,00,14.8,5,10,42,5,+0.3,-8.8,11,2,,,0,36.6,5,2024,08,03,37.2,8,2018,07,15,25.2,8,2023,11,03,1978
61001,京都府,間人（タイザ）,,2024,11,18,23,00,13.5,5,08,34,5,-1.7,-8.0,11,3,,,0,36.6,5,2024,08,27,37.9,8,2018,08,22,25.6,8,1977,11,01,1977
61076,京都府,宮津（ミヤヅ）,,2024,11,18,23,00,13.4,5,00,19,5,-2.5,-9.4,12,1,,,0,39.0,5,2024,08,23,39.0,8,2024,08,23,26.9,8,2023,11,03,1978
61111,京都府,舞鶴（マイヅル）,47750,2024,11,18,23,00,14.4,5,00,34,5,-1.1,-7.9,11,3,,,0,38.8,5,2024,08,23,39.0,8,2023,08,05,26.3,8,1959,11,02,1947
61187,京都府,福知山（フクチヤマ）,,2024,11,18,23,00,14.1,5,00,35,5,-1.5,-9.9,11,3,,,0,38.5,5,2024,08,23,39.6,8,2018,08,22,27.5,8,2023,11,05,1976
61206,京都府,美山（ミヤマ）,,2024,11,18,23,00,12.6,5,01,31,5,-1.8,-9.4,11,3,,,0,36.8,5,2024,08,03,37.7,8,2023,07,27,26.7,8,2023,11,03,1978
61242,京都府,園部（ソノベ）,,2024,11,18,23,00,14.8,5,09,55,5,-0.6,-8.1,11,3,,,0,38.5,5,2024,08,03,39.1,8,2023,07,27,26.4,8,2023,11,03,2002
61286,京都府,京都（キョウト）,47759,2024,11,18,23,00,17.2,5,10,39,5,+0.6,-5.9,11,2,,,0,39.4,5,2024,07,29,39.8,8,2018,07,19,26.9,8,2020,11,19,1880
61326,京都府,京田辺（キョウタナベ）,,2024,11,18,23,00,17.5,5,10,52,5,+1.0,-6.8,11,2,,,0,39.0,5,2024,08,06,39.0,8,2024,08,06,27.2,8,2023,11,05,1978
62016,大阪府,能勢（ノセ）,,2024,11,18,23,00,14.4,5,10,13,5,-0.6,-7.1,11,3,,,0,37.4,5,2024,08,04,37.6,8,2022,07,01,25.7,8,2023,11,05,1977
62046,大阪府,枚方（ヒラカタ）,,2024,11,18,23,00,17.4,5,10,31,5,+0.7,-6.4,11,2,,,0,39.1,5,2024,08,02,39.8,8,2023,07,27,27.3,8,2023,11,05,1977
62051,大阪府,豊中（トヨナカ）,,2024,11,18,23,00,17.7,5,10,41,5,+0.6,-5.7,11,2,,,0,38.7,5,2024,08,13,39.9,8,1994,08,08,27.5,8,2023,11,05,1977
62078,大阪府,大阪（オオサカ）,47772,2024,11,18,23,00,17.7,5,12,03,5,+0.6,-6.0,11,2,,,0,38.3,5,2024,08,04,39.1,8,1994,08,08,27.9,8,2023,11,05,1883
62081,大阪府,生駒山（イコマヤマ）,,2024,11,18,23,00,11.2,5,12,21,5,-1.0,-8.3,11,3,,,0,33.5,5,2024,08,14,34.3,8,1994,08,06,22.6,8,2023,11,05,1976
62091,大阪府,堺（サカイ）,,2024,11,18,23,00,17.7,5,11,13,5,+0.6,-5.3,11,2,,,0,39.2,5,2024,08,15,39.7,8,2018,08,22,28.6,8,2023,11,06,1977
62096,大阪府,八尾（ヤオ）,,2024,11,18,23,00,17.9,5,11,25,5,+0.8,-6.0,11,2,,,0,39.1,5,2024,08,14,39.1,8,2024,08,14,28.1,8,2020,11,19,2003
62101,大阪府,関空島（カンクウジマ）,,2024,11,18,23,00,17.5,5,01,41,5,+0.8,-3.7,11,2,,,0,35.3,5,2024,08,30,37.7,8,2023,08,10,28.3,8,2023,11,06,2003
62131,大阪府,熊取（クマトリ）,,2024,11,18,23,00,16.7,5,12,00,5,+0.5,-5.5,11,2,,,0,36.5,5,2024,08,23,36.7,8,2022,08,11,28.0,8,2023,11,06,1977
63016,兵庫県,香住（カスミ）,,2024,11,18,23,00,12.6,5,00,47,5,-2.8,-9.1,12,1,,,0,36.6,5,2024,07,21,38.0,8,1994,08,11,26.3,8,2023,11,06,1976
63051,兵庫県,豊岡（トヨオカ）,47747,2024,11,18,23,00,13.3,5,00,10,5,-2.4,-9.3,12,1,,,0,39.7,5,2024,08,23,39.7,8,2024,08,23,27.4,8,2023,11,03,1918
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2024,11,18,23,00,9.6,5,00,16,5,-2.0,-10.4,11,3,,,0,34.6,5,2024,07,07,34.6,8,2024,07,07,24.5,8,2023,11,03,2005
63121,兵庫県,和田山（ワダヤマ）,,2024,11,18,23,00,12.9,5,00,11,5,-2.3,-8.6,12,1,,,0,37.8,5,2024,08,03,38.3,8,2023,08,21,27.4,8,2023,11,03,1977
63201,兵庫県,生野（イクノ）,,2024,11,18,23,00,11.4,5,00,56,5,-2.6,-10.3,12,1,,,0,37.5,5,2024,08,02,38.0,8,2020,08,20,26.2,8,2023,11,05,1978
63216,兵庫県,柏原（カイバラ）,,2024,11,18,23,00,14.3,5,09,43,5,-1.3,-7.8,11,3,,,0,38.1,5,2024,07,29,39.2,8,1994,08,08,27.6,8,2023,11,05,1978
63251,兵庫県,一宮（イチノミヤ）,,2024,11,18,23,00,14.8,5,09,39,5,-0.4,-6.2,11,2,,,0,37.3,5,2024,07,29,38.5,8,2018,08,04,26.8,8,2023,11,05,1978
63321,兵庫県,福崎（フクサキ）,,2024,11,18,23,00,15.1,5,12,47,5,-1.1,-6.5,11,3,,,0,38.8,5,2024,08,13,38.9,8,2023,08,20,27.0,8,2023,11,05,1977
63331,兵庫県,西脇（ニシワキ）,,2024,11,18,23,00,14.9,5,10,13,5,-1.1,-6.2,11,3,,,0,39.5,5,2024,08,14,39.5,8,2024,08,14,28.2,8,2023,11,05,1978
63366,兵庫県,上郡（カミゴオリ）,,2024,11,18,23,00,16.8,5,10,10,5,+0.5,-3.6,11,2,,,0,37.7,5,2024,07,29,37.7,8,2024,07,29,26.0,8,2023,11,05,1978
63383,兵庫県,姫路（ヒメジ）,47769,2024,11,18,23,00,16.4,5,10,24,5,-0.2,-4.3,11,2,,,0,37.3,5,2024,08,15,38.0,8,2020,08,31,26.6,8,2023,11,05,1948
63411,兵庫県,三田（サンダ）,,2024,11,18,23,00,14.0,5,00,30,5,-1.3,-6.7,11,3,,,0,37.4,5,2024,08,14,38.4,8,1994,08,08,26.3,8,2023,11,05,1978
63461,兵庫県,三木（ミキ）,,2024,11,18,23,00,14.6,5,12,53,5,-1.1,-5.3,11,3,,,0,36.7,5,2024,08,15,37.8,8,2018,07,24,26.9,8,2023,11,05,1977
63491,兵庫県,家島（イエシマ）,,2024,11,18,23,00,16.1,5,12,45,5,+0.4,-4.0,11,2,,,0,35.2,5,2024,08,04,35.3,8,2006,08,09,24.5,8,1989,11,07,1978
63496,兵庫県,明石（アカシ）,,2024,11,18,23,00,16.6,5,13,00,5,0.0,-4.4,11,2,,,0,36.9,5,2024,08,10,37.2,8,2019,08,13,25.2,8,2011,11,04,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2024,11,18,23,00,17.5,5,11,08,5,+0.9,-4.3,11,2,,,0,37.0,5,2024,08,14,37.0,8,2024,08,14,25.6,8,2023,11,06,2006
63518,兵庫県,神戸（コウベ）,47770,2024,11,18,23,00,17.5,5,10,48,5,+0.7,-4.8,11,2,,,0,36.9,5,2024,08,14,38.8,8,1994,08,08,26.3,8,2023,11,05,1896
63551,兵庫県,郡家（グンゲ）,,2024,11,18,23,00,18.7,5,11,23,5,+1.8,-3.2,11,1,,,0,38.2,5,2024,08,03,38.2,8,2024,08,03,25.8,8,2024,11,02,1978
63571,兵庫県,洲本（スモト）,47776,2024,11,18,23,00,16.1,5,12,22,5,-0.3,-5.3,11,2,,,0,37.8,5,2024,08,09,38.0,8,2020,08,17,26.5,8,2023,11,05,1919
63588,兵庫県,南淡（ナンダン）,,2024,11,18,23,00,18.2,5,10,45,5,+1.0,-2.6,11,2,,,0,36.9,5,2024,08,18,37.6,8,2019,08,13,25.5,8,2023,11,02,2004
64036,奈良県,奈良（ナラ）,47780,2024,11,18,23,00,17.6,5,11,18,5,+1.3,-5.7,11,2,,,0,38.4,5,2024,08,03,39.3,8,1994,08,08,27.5,8,2023,11,05,1953
64041,奈良県,針（ハリ）,,2024,11,18,23,00,12.3,5,13,25,5,-1.0,-9.4,11,3,,,0,35.1,5,2024,08,13,36.0,8,2020,08,10,24.4,8,2023,11,03,1978
64101,奈良県,大宇陀（オオウダ）,,2024,11,18,23,00,13.0,5,10,27,5,-1.6,-7.7,11,3,,,0,35.7,5,2024,08,04,36.5,8,2020,08,10,25.8,8,2023,11,05,1978
64127,奈良県,五條（ゴジョウ）,,2024,11,18,23,00,15.3,5,09,58,5,-0.2,-7.4,11,2,,,0,37.9,5,2024,08,23,37.9,8,2024,08,23,26.8,8,2023,11,05,2005
64206,奈良県,上北山（カミキタヤマ）,,2024,11,18,23,00,15.9,5,01,18,5,+0.8,-6.6,11,2,,,0,38.7,5,2024,07,29,39.3,8,2020,08,17,24.2,8,2023,11,03,1978
64227,奈良県,風屋（カゼヤ）,,2024,11,18,23,00,15.2,5,00,11,5,0.0,-6.7,11,2,,,0,39.9,5,2024,08,02,39.9,8,2024,08,02,24.0,8,2023,11,03,1977
65026,和歌山県,かつらぎ（カツラギ）,,2024,11,18,23,00,16.3,5,10,13,5,+0.3,-6.8,11,2,,,0,39.3,5,2024,08,14,40.6,8,1994,08,08,27.5,8,2000,11,02,1979
65036,和歌山県,友ケ島（トモガシマ）,,2024,11,18,23,00,19.8,5,12,13,5,+2.9,-0.7,11,1,,,0,37.8,5,2024,08,01,37.8,8,2024,08,01,27.8,8,2023,11,03,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2024,11,18,23,00,17.4,5,14,17,5,+0.2,-4.8,11,2,,,0,37.7,5,2024,08,09,38.5,8,2013,08,11,27.7,8,2024,11,02,1879
65061,和歌山県,高野山（コウヤサン）,,2024,11,18,23,00,10.4,5,00,02,5,-1.1,-7.7,11,3,,,0,32.9,5,2024,08,02,33.7,8,2014,07,26,22.3,8,2023,11,05,1979
65121,和歌山県,清水（シミズ）,,2024,11,18,23,00,15.0,5,10,39,5,-0.6,-6.8,11,3,,,0,36.5,5,2024,08,04,37.0,8,1994,08,08,26.6,8,2023,11,05,1979
65162,和歌山県,龍神（リュウジン）,,2024,11,18,23,00,15.5,5,00,14,5,+0.1,-7.9,11,2,,,0,37.1,5,2024,08,01,37.2,8,2020,08,17,24.7,8,2024,11,02,1994
